Texto,Idioma,Longitud
weryfikacja pełnomocnictw patrz protokół,pl,4
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
je déclare interrompue la session du parlement européen,pl,8
la séance est levée à h,pl,6
składanie dokumentów patrz protokół,pl,4
kalendarz kolejnych posiedzeń patrz protokół,pl,5
skład parlamentu patrz protokół,pl,4
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład parlamentu patrz protokół,pl,4
weryfikacja pełnomocnictw patrz protokół,pl,4
składanie dokumentów patrz protokół,pl,4
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
petycje patrz protokół,pl,3
teksty porozumień przekazane przez radę patrz protokół,pl,7
działania podjęte w wyniku rezolucji parlamentu patrz protokól,pl,8
porządek dzienny następnego posiedzenia patrz protokół,pl,6
se levanta la sesión a las  horas,pl,7
wybór wiceprzewodniczących parlamentu europejskiego termin składania kandydatur patrz protokól,pl,9
die sitzung wird um  uhr unterbrochen und um  uhr wiederaufgenommen,pl,10
wybór kwestorów parlamentu europejskiego termin składania kandydatur patrz protokól,pl,9
die sitzung wird um  uhr unterbrochen und um  uhr wiederaufgenommen,pl,10
porządek dzienny następnego posiedzenia patrz protokół,pl,6
die sitzung wird um  uhr geschlossen,pl,6
die sitzung wird um  uhr eröffnet,pl,6
składanie dokumentów patrz protokół,pl,4
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład parlamentu patrz protokół,pl,4
skład komisji termin składania poprawek patrz protokól,pl,7
la seduta sospesa alle  è ripresa alle,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
die sitzung wird um  uhr geschlossen,pl,6
składanie dokumentów patrz protokół,pl,4
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
komisja śledcza do zbadania sprawy upadku spółki equitable life assurance society” przedłużenie mandatu patrz protokól,pl,15
komunikat przewodniczącego patrz protokól,pl,4
skład komisji głosowanie,pl,3
zmiana umowy o partnerstwie akpwe umowa z kotonu” głosowanie,pl,9
przyznawanie uprawnień maszynistom prowadzącym lokomotywy i pociągi głosowanie,pl,8
prawo właściwe dla zobowiązań pozaumownych rzym ii” głosowanie,pl,8
siódme i ósme roczne sprawozdanie w sprawie wywozu broni głosowanie,pl,10
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
skład komisji i delegacji patrz protokół,pl,6
wniosek o uchylenie immunitetu parlamentarnego patrz protokól,pl,7
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
dichiaro interrotta la sessione del parlamento europeo,pl,7
la seduta è tolta alle,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład parlamentu patrz protokół,pl,4
wniosek o skorzystanie z immunitetu poselskiego patrz protokól,pl,8
nominacje w komisjach parlamentarnych propozycja konferencji przewodniczących patrz protokól,pl,9
składanie dokumentów patrz protokół,pl,4
teksty porozumień przekazane przez radę patrz protokół,pl,7
działania podjęte w wyniku rezolucji parlamentu patrz protokól,pl,8
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
porządek dzienny patrz protokół,pl,4
nominacje w komisjach parlamentarnych głosowanie patrz protokól,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la seduta è tolta alle,pl,5
the sitting was opened at,pl,5
składanie dokumentów patrz protokół,pl,4
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
ochrona pasażerów przed przemieszczeniem się bagażu głosowanie,pl,7
homologacja pojazdów silnikowych w odniesieniu do przedniego pola widzenia kierowcy pojazdu silnikowego głosowanie,pl,13
umowa wekorea w sprawie współpracy naukowej i technologicznej głosowanie,pl,9
uwzględnienie zasady zrównoważonego rozwoju w polityce współpracy na rzecz rozwoju głosowanie,pl,11
projekt budżetu korygującego nr  głosowanie,pl,5
umowa o partnerstwie w sprawie połowów między wspólnotą europejską a republiką gabońską głosowanie,pl,13
okresy przedawnienia w odniesieniu do sporów transgranicznych związanych ze uszkodzeniami ciała i wypadkami śmiertelnymi głosowanie,pl,15
stosunki ue z wyspami pacyfiku strategia na rzecz ściślejszego partnerstwa głosowanie,pl,11
statut europejskiej spółki prywatnej głosowanie,pl,5
damit ist die abstimmungsstunde beendet,pl,5
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
powierzenie misji posłowi patrz protokól,pl,5
skład komisji i delegacji patrz protokół,pl,6
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
składanie dokumentów patrz protokół,pl,4
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
skład parlamentu patrz protokół,pl,4
skład komisji i delegacji patrz protokół,pl,6
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
działania podjęte w wyniku stanowisk i rezolucji parlamentu patrz protokół,pl,10
petycje patrz protokół,pl,3
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
porządek obrad następnego posiedzenia patrz protokół,pl,6
posiedzenie zostało zamknięte o godz,pl,5
die sitzung wird um  uhr eröffnet,pl,6
klasyfikacja drewna nieobrobionego głosowanie,pl,4
infrastruktura informacji przestrzennej we wspólnocie europejskiej inspire głosowanie,pl,8
strategia tematyczna w sprawie recyklingu odpadów głosowanie,pl,7
rola kobiet w życiu społecznym gospodarczym i politycznym w turcji głosowanie,pl,11
ciò conclude il turno di votazioni,pl,6
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la seduta sospesa alle  è ripresa alle,pl,7
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
das protokoll der vorangegangenen sitzung wird genehmigt,pl,7
komunikat przewodniczącego patrz protokól,pl,4
a sessão suspensa às h é reiniciada às h,pl,9
zmiany klimatyczne złożone projekty rezolucji patrz protokól,pl,7
pnr swift złożone projekty rezolucji patrz protokól,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la seduta è tolta a mezzanotte,pl,6
la seduta è aperta alle,pl,5
pomoc makrofinansowa dla mołdowy głosowanie,pl,5
ochrona zasobów gatunków daleko migrujących głosowanie,pl,6
transeuropejska sieć transportowa głosowanie,pl,4
widmo radiowe głosowanie,pl,3
nous en avons terminé avec les votes,pl,7
głosowanie ciąg dalszy,pl,3
lordre du jour appelle la suite de lheure des votes,pl,10
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la séance suspendue à  heures est reprise à  heures,pl,9
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
porządek dzienny kolejnej sesji miesięcznej patrz protokół,pl,7
the sitting closed at,pl,4
la seduta è aperta alle,pl,5
składanie dokumentów patrz protokół,pl,4
prawa głosu akcjonariuszy głosowanie,pl,4
pomoc budżetowa dla krajów rozwijających się głosowanie,pl,7
zwalczanie nielegalnych niezgłoszonych i niezgodnych z przepisami połowów głosowanie,pl,9
dokumenty strategiczne i programy indykatywne dla malezji brazylii i pakistanu głosowanie,pl,11
umowa werosja o ułatwieniach w wydawaniu wiz krótkoterminowych głosowanie,pl,9
umowa o readmisji werosja głosowanie,pl,5
reforma wspólnej organizacji rynku wina głosowanie,pl,6
ogólne wytyczne dla polityki gospodarczej na rok  głosowanie,pl,8
roczne sprawozdanie ebi  głosowanie,pl,4
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
die sitzung wird um  uhr unterbrochen und um  uhr wieder aufgenommen,pl,11
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
debata na temat przypadków naruszania praw człowieka zasad demokracji i państwa prawa debata,pl,13
dialog rządu chińskiego z wysłannikami dalaj lamy głosowanie,pl,8
kolejnym punktem porządku dziennego jest głosowanie,pl,6
wyniki i inne szczegóły głosowania zobacz protokół,pl,7
skład komisji i delegacji patrz protokół,pl,6
decyzje w sprawie niektórych dokumentów patrz protokól,pl,7
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
przekazanie tekstów przyjętych w trakcie posiedzenia patrz protokól,pl,8
kalendarz następnych posiedzeń patrz protokól,pl,5
przerwa w obradach,pl,3
ogłaszam przerwę w sesji parlamentu europejskiego,pl,6
posiedzenie zostało zamknięte o godz,pl,5
składanie dokumentów patrz protokół,pl,4
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
oświadczenia pisemne i pytania ustne składanie dokumentów  patrz protokół,pl,9
teksty porozumień przekazane przez radę patrz protokół,pl,7
petycje patrz protokół,pl,3
przesunięcie środków patrz protokół,pl,4
działania podjęte w wyniku stanowisk i rezolucji parlamentu patrz protokół,pl,10
skład parlamentu patrz protokół,pl,4
skład komisji i delegacji patrz protokół,pl,6
skład grup politycznych patrz protokół,pl,5
podpisanie aktów przyjętych w trybie współdecyzji patrz protokół,pl,8
liczba i skład ilościowy delegacji międzyparlamentarnych termin składania poprawek patrz protokól,pl,11
porządek dzienny następnego posiedzenia patrz protokół,pl,6
se levanta la sesión a las  horas,pl,7
zamknięcie sesji rocznej,pl,3
declaro cerrado el periodo de sesiones  del parlamento europeo,pl,9
otwarcie sesji rocznej,pl,3
ich erkläre die sitzungsperiode  des europäischen parlaments für eröffnet,pl,9
składanie dokumentów patrz protokół,pl,4
działania podjęte w wyniku stanowisk i rezolucji parlamentu patrz protokół,pl,10
finansowanie interwencji przez europejski fundusz orientacji i gwarancji rolnej gwarancje głosowanie,pl,11
odstępstwo od rozporządzenia we nr  w odniesieniu do mleka spożywczego wyprodukowanego w estonii głosowanie,pl,14
uchylenie rozporządzenia we nr  w sprawie dyscypliny budżetowej głosowanie,pl,9
ocena ostrożnościowa przypadków nabycia lub zwiększenia udziałów w przedsiębiorstwach sektora finansowego głosowanie,pl,12
społeczna odpowiedzialność przedsiębiorstw nowe partnerstwo głosowanie,pl,6
lheure des votes est terminée,pl,5
porządek dzienny następnego posiedzenia patrz protokół,pl,6
συνεδρίαση διακόπτεται στις  μμ,pl,4
die sitzung wird um  uhr eröffnet,pl,6
ilość i skład liczbowy delegacji międzyparlamentarnych głosowanie,pl,7
wprowadzanie do obrotu wołowiny i cielęciny ze zwierząt w wieku do  miesięcy głosowanie,pl,13
ratyfikcja konwencji mop o pracy na morzu z  r głosowanie,pl,10
usługi socjalne użyteczności publicznej w unii europejskiej głosowanie,pl,8
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la sesión suspendida a las  horas se reanuda a las  horas,pl,11
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
mianowanie członków delegacji międzyparlamentarnych na wniosek konferencji przewodniczących patrz protokół,pl,10
zapalenie wątroby typu c pisemne oświadczenie patrz protokół,pl,8
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la seduta è tolta alle,pl,5
składanie dokumentów patrz protokół,pl,4
powołania do delegacji międzyparlamentarnych głosowanie,pl,5
działanie wspólnoty w zakresie transgranicznej opieki zdrowotnej głosowanie,pl,8
bośnia i hercegowina głosowanie,pl,4
negocjacja układu o stowarzyszeniu między ue a ameryką środkową głosowanie,pl,10
uwarunkowania wyspiarskie naturalne i gospodarcze w kontekście polityki regionalnej głosowanie,pl,10
samorządy lokalne oraz współpraca w zakresie rozwoju głosowanie,pl,8
damit ist die abstimmungsstunde beendet,pl,5
zatwierdzenie protokołu poprzedniego posiedzenia patrz protokół,pl,6
debata na temat przypadków naruszania praw człowieka zasad demokracji i państwa prawa debata,pl,13
lheure des votes est close,pl,5
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
komunikat nt wspólnych stanowisk rady patrz protokół,pl,7
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład komisji i delegacji patrz protokół,pl,6
składanie dokumentów patrz protokół,pl,4
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
działania podjęte w wyniku rezolucji parlamentu patrz protokól,pl,8
porządek dzienny patrz protokół,pl,4
porządek dzienny następnego posiedzenia patrz protokół,pl,6
se cierra la sesión a las  horas,pl,7
skład grup politycznych patrz protokół,pl,5
składanie dokumentów patrz protokół,pl,4
teksty porozumień przekazane przez radę patrz protokół,pl,7
die sitzung wird um  uhr eröffnet,pl,6
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
udział wspólnoty w podwyższeniu kapitału europejskiego funduszu inwestycyjnego głosowanie,pl,9
wniosek o skorzystanie z immunitetu i przywilejów przez giuseppe garganiego głosowanie,pl,11
zgodność z wymaganiami dotyczącymi państwa bandery głosowanie,pl,7
odpowiedzialność cywilna i gwarancje finansowe armatorów głosowanie,pl,7
bezpieczeństwo podczas meczów piłki nożnej głosowanie,pl,6
przyszłość kosowa i rola ue głosowanie,pl,6
przyszłość środków własnych unii europejskiej głosowanie,pl,6
przyszłość zawodowej piłki nożnej w europie głosowanie,pl,7
włączenie nowych państw członkowskich do wpr głosowanie,pl,7
se cierra el turno de votaciones,pl,6
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
komunikat nt wspólnych stanowisk rady patrz protokół,pl,7
skład delegacji międzyparlamentarnych patrz protokół,pl,5
skład parlamentu patrz protokół,pl,4
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
składanie dokumentów patrz protokół,pl,4
teksty porozumień przekazane przez radę patrz protokół,pl,7
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
działania podjęte w wyniku rezolucji parlamentu patrz protokól,pl,8
skład parlamentu patrz protokół,pl,4
skład komisji i delegacji patrz protokół,pl,6
podpisanie aktów przyjętych w trybie współdecyzji patrz protokół,pl,8
déclaration dintérêts financiers patrz protokól,pl,5
porządek dzienny następnego posiedzenia patrz protokół,pl,6
posiedzenie zostało zamknięte o godz,pl,5
la seduta è aperta alle,pl,5
umowa wemalezja dotycząca pewnych aspektów usług lotniczych głosowanie,pl,8
kontyngenty taryfowe na przywóz do bułgarii i rumunii cukru trzcinowego głosowanie,pl,11
relazione graefe zu baringdorf,pl,4
wniosek o uchylenie immunitetu vurala ögera głosowanie,pl,7
absolutorium za rok  sekcja iv trybunał sprawiedliwości głosowanie,pl,8
absolutorium za rok  sekcja v trybunał obrachunkowy głosowanie,pl,8
absolutorium za rok  sekcja vi komitet ekonomicznospołeczny głosowanie,pl,8
absolutorium   sekcja viii a europejski rzecznik praw obywatelskich głosowanie,pl,9
absolutorium za rok  sekcja viii b europejski inspektor ochrony danych głosowanie,pl,11
absolutorium za rok  vi vii viii i ix europejski fundusz rozwoju głosowanie,pl,12
absolutorium za rok  europejskie centrum rozwoju kształcenia zawodowego głosowanie,pl,9
absolutorium za rok  europejska fundacja na rzecz poprawy warunków życia i pracy głosowanie,pl,13
absolutorium za rok  europejskie centrum monitorowania rasizmu i ksenofobii głosowanie,pl,10
absolutorium za rok  europejskie centrum monitorowania narkotyków i narkomanii głosowanie,pl,10
absolutorium za rok  europejska agencja środowiska głosowanie,pl,7
absolutorium za rok  europejska agencja bezpieczeństwa i zdrowia w pracy głosowanie,pl,11
absolutorium za rok  centrum tłumaczeń organów unii europejskiej głosowanie,pl,9
absolutorium za rok  europejska agencja leków głosowanie,pl,7
absolutorium za rok  eurojust głosowanie,pl,5
absolutorium za rok  europejska fundacja kształcenia głosowanie,pl,7
absolutorium za rok  europejska agencja ds bezpieczeństwa na morzu głosowanie,pl,10
absolutorium za rok  europejska agencja bezpieczeństwa lotniczego głosowanie,pl,8
absolutorium za rok  europejski urząd ds bezpieczeństwa żywności głosowanie,pl,9
absolutorium za rok  europejskie centrum ds zapobiegania i kontroli chorób głosowanie,pl,11
absolutorium za rok  europejska agencja ds bezpieczeństwa sieci i informacji głosowanie,pl,11
absolutorium za rok  sekcja vii komitet regionów głosowanie,pl,8
absolutorium za rok  europejska agencja odbudowy głosowanie,pl,7
zwalczanie hivaids w unii europejskiej i w państwach z nią sąsiadujących w latach  głosowanie,pl,14
ciò conclude il turno di votazioni,pl,6
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la seduta sospesa alle  è ripresa alle,pl,7
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la seduta è tolta alle,pl,5
la séance est ouverte à h,pl,6
przekazywanie danych z zakresu rachunków narodowych głosowanie,pl,7
rapport garcíamargallo y marfil,pl,4
certains députés continuent de protester et de demander la parole,pl,10
wielostronna umowa o stworzeniu  wspólnej europejskiej przestrzeni lotniczej ecaa głosowanie,pl,10
après le vote le tumulte samplifie,pl,6
głosowanie ciąg dalszy,pl,3
ocena ryzyka powodziowego i zarządzanie nim głosowanie,pl,7
głosowanie ciąg dalszy,pl,3
kontrola państwa portu głosowanie,pl,4
organizacje dokonujące inspekcji i przeglądów na statkach głosowanie,pl,8
rapport de grandes pascual,pl,4
skład tymczasowej komisji w sprawie zmian klimatycznych głosowanie,pl,8
proposition de décision,pl,3
zielona księga roszczenia o odszkodowanie za stosowanie praktyk ograniczających konkurencję i nadużywanie pozycji dominującej głosowanie,pl,15
rapport sánchez presedo,pl,3
wielostronne porozumienie w sprawie utworzenia wspólnej europejskiej przestrzeni lotniczej głosowanie,pl,10
proposition de résolution,pl,3
strategia tematyczna w sprawie zrównoważonego wykorzystywania zasobów naturalnych głosowanie,pl,9
głosowanie ciąg dalszy,pl,3
korekty do głosowań z poprzednich posiedzeń patrz protokół,pl,8
la seduta sospesa alle  è ripresa alle,pl,7
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la séance est levée à h,pl,6
składanie dokumentów patrz protokół,pl,4
przesunięcie środków patrz protokół,pl,4
komunikat nt wspólnych stanowisk rady patrz protokół,pl,7
la sesión suspendida a las  horas se reanuda a las  horas,pl,11
uproszczenie i racjonalizacja sprawozdań z praktycznego wdrażania dyrektyw głosowanie,pl,9
zmiana decyzji we ustanawiającej regionalne komitety doradcze w ramach wspólnej polityki rybołówstwa głosowanie,pl,13
sytuacja kobiet niepełnosprawnych w unii europejskiej głosowanie,pl,7
bericht herranz garcía,pl,3
informacje w sprawie parytetów siły nabywczej głosowanie,pl,7
zespoły szybkiej interwencji na granicach głosowanie,pl,6
ochrona i zrównoważona eksploatacja zasobów rybołówstwa głosowanie,pl,7
finanse publiczne w krajach unii gospodarczej i walutowej w  r głosowanie,pl,11
damit ist die abstimmungsstunde beendet,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
porządek dzienny patrz protokół,pl,4
debaty nad przypadkami łamania praw człowieka zasad demokracji i praworządności   debata,pl,11
ostatnie stłumienie manifestacji w rosji głosowanie,pl,6
joint motion for a resolution,pl,5
porwanie dziennikarza alana johnstona w gazie głosowanie,pl,7
joint motion for a resolution,pl,5
sytuacja w zakresie praw człowieka na filipinach głosowanie,pl,8
joint motion for a resolution,pl,5
joint motion for a resolution,pl,5
for the results and other details on the vote see minutes,pl,11
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
skład parlamentu patrz protokół,pl,4
skład komisji i delegacji patrz protokół,pl,6
weryfikacja pełnomocnictw patrz protokół,pl,4
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
i declare adjourned the session of the european parliament,pl,9
the sitting closed at,pl,4
skład tymczasowej komisji do spraw zmian klimatycznych termin składania poprawek patrz protokól,pl,12
déclaration dintérêts financiers patrz protokól,pl,5
oświadczenia pisemne składanie dokumentów patrz protokól,pl,6
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
teksty porozumień przekazane przez radę patrz protokół,pl,7
działania podjęte w wyniku stanowisk i rezolucji parlamentu patrz protokół,pl,10
wzmocnienie ustawodawstwa europejskiego w zakresie informowania i konsultowania pracowników złożone dokumenty patrz protokól,pl,13
porządek dzienny następnego posiedzenia patrz protokół,pl,6
συνεδρίαση λήγει στις  μμ,pl,4
la seduta è aperta alle,pl,5
składanie dokumentów patrz protokół,pl,4
teksty porozumień przekazane przez radę patrz protokół,pl,7
przesunięcie środków patrz protokół,pl,4
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
uproszczenie prawa wspólnotowego zmiana regulaminu parlamentu europejskiego głosowanie,pl,8
zasady dotyczące nominalnych ilości produktów w opakowaniach jednostkowych głosowanie,pl,9
doposażanie samochodów ciężarowych w lusterka samochodowe głosowanie,pl,7
skład tymczasowej komisji do spraw zmian klimatycznych głosowanie,pl,8
propuestas de la conferencia de presidentes,pl,6
róg afryki regionalne partnerstwo polityczne unii europejskiej na rzecz pokoju bezpieczeństwa i rozwoju głosowanie,pl,14
euratom  bilans  lat europejskiej polityki w dziedzinie energii jądrowej głosowanie,pl,10
ochrona środowiska naturalnego przed promieniowaniem w następstwie katastrofy samolotu wojskowego na grenlandii petycja  głosowanie,pl,14
polityka mieszkaniowa i polityka regionalna głosowanie,pl,6
wkład przyszłej polityki regionalnej w zdolność innowacyjną ue głosowanie,pl,9
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
wniosek o skorzystanie z immunitetu poselskiego patrz protokół,pl,8
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład parlamentu patrz protokół,pl,4
podpisanie aktów przyjętych w trybie współdecyzji patrz protokół,pl,8
stworzenie gospodarki ekologicznego wodoru oraz zapoczątkowanie trzeciej rewolucji przemysłowej w europie oświadczenie pisemne patrz protokól,pl,15
składanie dokumentów patrz protokół,pl,4
teksty porozumień przekazane przez radę patrz protokół,pl,7
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
petycje patrz protokół,pl,3
przesunięcie środków patrz protokół,pl,4
oświadczenie o korzyściach majątkowych patrz protokól,pl,6
porządek dzienny następnego posiedzenia patrz protokół,pl,6
se levanta la sesión a las  horas,pl,7
la seduta è aperta alle,pl,5
calendrier patrz protokól,pl,3
składanie dokumentów patrz protokół,pl,4
umowa werosja w sprawie rybołówstwa i ochrony zasobów morza bałtyckiego głosowanie,pl,11
instrument finansowy na rzecz środowiska life głosowanie,pl,7
rapport isler béguin,pl,3
daphne iii głosowanie,pl,3
normy jakości środowiska w dziedzinie polityki wodnej głosowanie,pl,8
umowa partnerska w sprawie połowów we dania i grenlandia głosowanie,pl,10
stała delegacja eurolat głosowanie,pl,4
zatrzymanie procesu utraty różnorodności biologicznej do roku  głosowanie,pl,8
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la séance suspendue à h est reprise à h,pl,9
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
skład stałej delegacji eurolat patrz protokól,pl,6
działania podjęte w wyniku stanowisk i rezolucji parlamentu patrz protokół,pl,10
porządek dzienny następnego posiedzenia patrz protokół,pl,6
posiedzenie zostało zamknięte o godz,pl,5
se abre la sesión a las  horas,pl,7
składanie dokumentów patrz protokół,pl,4
pomoc finansowa wspólnoty w zakresie transeuropejskich sieci transportowych i energetycznych głosowanie,pl,11
umowa o partnerstwie gospodarczym oraz koordynacji politycznej i współpracy we  meksyk głosowanie,pl,12
skład stałej delegacji eurolat głosowanie,pl,5
wpływ i skutki polityki strukturalnej na spójność ue głosowanie,pl,9
report pleguezuelos aguilar,pl,3
pomoc ue na rzecz handlu głosowanie,pl,6
report david martin,pl,3
upowszechnianie godnej pracy dla wszystkich głosowanie,pl,6
that concludes the vote,pl,4
the next item is the vote,pl,6
for the results and other details on the vote see minutes,pl,11
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
the sitting was suspended at  and resumed at,pl,8
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
porządek dzienny następnego posiedzenia patrz protokół,pl,6
la seduta è tolta alle,pl,5
składanie dokumentów patrz protokół,pl,4
przesunięcie środków patrz protokół,pl,4
wspólna organizacja rynków rolnych głosowanie,pl,5
sytuacja w nigerii głosowanie,pl,4
międzynarodowy handel dzikimi zwierzętami roślinami gatunków zagrożonych wyginięciem cites głosowanie,pl,10
zastosowanie wiedzy w praktyce rozszerzona strategia innowacyjna dla europy głosowanie,pl,10
walka z przestępczością zorganizowaną głosowanie,pl,5
bericht newton dunn,pl,3
głosowanie ciąg dalszy,pl,3
korekty do głosowania i zamiar głosowania patrz protokół,pl,8
la sesión interrumpida a las  horas se reanuda a las  horas,pl,11
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
porządek dzienny patrz protokół,pl,4
debaty nad przypadkami łamania praw człowieka zasad demokracji i praworządności debata,pl,11
sprawa kanału radio caracas tv w wenezueli głosowanie,pl,8
proposition de résolution,pl,3
prawa człowieka w sudanie głosowanie,pl,5
proposition de résolution,pl,3
sprawa prezesa banku światowego głosowanie,pl,5
proposition de résolution,pl,3
nous en avons à présent terminé avec les votes,pl,9
weryfikacja pełnomocnictw patrz protokół,pl,4
skład parlamentu patrz protokół,pl,4
wniosek o skorzystanie z immunitetu poselskiego patrz protokół,pl,8
skład komisji i delegacji patrz protokół,pl,6
oświadczenia pisemne wpisane do rejestru art  regulaminu patrz protokół,pl,9
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
przekazanie tekstów przyjętych na niniejszym posiedzeniu patrz protokół,pl,8
kalendarz kolejnych posiedzeń patrz protokół,pl,5
je déclare interrompue la session du parlement européen,pl,8
la séance est levée à  h,pl,6
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
składanie dokumentów patrz protokół,pl,4
oświadczenia pisemne i pytania ustne składanie dokumentów patrz protokól,pl,9
oświadczenia pisemne art  regulaminu patrz protokół,pl,6
wniosek o skorzystanie z immunitetu poselskiego patrz protokół,pl,8
działania podjęte w wyniku rezolucji parlamentu patrz protokól,pl,8
teksty porozumień przekazane przez radę patrz protokół,pl,7
decyzje dotyczące niektórych dokumentów patrz protokół,pl,6
skład komisji i delegacji patrz protokół,pl,6
porządek dzienny następnego posiedzenia patrz protokół,pl,6
posiedzenie zostało zamknięte o godz,pl,5
συνεδρίαση αρχίζει στις  πμ,pl,4
składanie dokumentów patrz protokół,pl,4
zatwierdzenie protokołu z poprzedniego posiedzenia patrz protokół,pl,7
protokół do umowy o partnerstwie i współpracy uefederacja rosyjska głosowanie,pl,10
środki ochrony i egzekwowania mające zastosowanie na obszarze regulowanym organizacji rybołówstwa północno  zachodniego atlantyku głosowanie,pl,15
informe capoulas santos,pl,3
uruchomienie funduszu solidarności powodzie na węgrzech i w grecji głosowanie,pl,10
